round,guess_word,best_next_word,no_of_possibilities
3,roate 00200;slick 02022;abaft 00210,flack,1
3,roate 00200;slick 02022;abaft 01200,black,1
2,roate 00200;slick 02100,plaid,3
3,roate 00200;slick 02100;plaid 02220,flail,1
3,roate 00200;slick 02100;plaid 22220,plain,1
3,roate 00200;slick 02100;plaid 22222,plaid,1
2,roate 00200;slick 02110,claim,1
2,roate 00200;slick 10000,aargh,4
3,roate 00200;slick 10000;aargh 10002,quash,1
3,roate 00200;slick 10000;aargh 10012,gnash,1
3,roate 00200;slick 10000;aargh 21000,amass,1
3,roate 00200;slick 10000;aargh 21002,awash,1
2,roate 00200;slick 10010,chasm,1
2,roate 00200;slick 10100,quasi,1
2,roate 00200;slick 11000,psalm,1
2,roate 00200;slick 12000,flash,2
3,roate 00200;slick 12000;flash 02220,glass,1
3,roate 00200;slick 12000;flash 22222,flash,1
2,roate 00200;slick 12002,flask,1
2,roate 00200;slick 12010,aches,3
3,roate 00200;slick 12010;aches 11001,clasp,1
3,roate 00200;slick 12010;aches 11002,class,1
3,roate 00200;slick 12010;aches 11101,clash,1
2,roate 00200;slick 20000,smash,6
3,roate 00200;slick 20000;smash 20200,spawn,1
3,roate 00200;slick 20000;smash 20201,shady,1
3,roate 00200;slick 20000;smash 20222,swash,1
3,roate 00200;slick 20000;smash 21200,swamp,1
3,roate 00200;slick 20000;smash 21220,spasm,1
3,roate 00200;slick 20000;smash 22222,smash,1
2,roate 00200;slick 20001,shaky,2
3,roate 00200;slick 20001;shaky 20222,snaky,1
3,roate 00200;slick 20001;shaky 22222,shaky,1
2,roate 00200;slick 20002,shank,2
3,roate 00200;slick 20002;shank 20222,spank,1
3,roate 00200;slick 20002;shank 22222,shank,1
2,roate 00200;slick 20010,scamp,1
2,roate 00200;slick 20022,abmho,3
3,roate 00200;slick 20022;abmho 10000,snack,1
3,roate 00200;slick 20022;abmho 10010,shack,1
3,roate 00200;slick 20022;abmho 10100,smack,1
2,roate 00200;slick 20100,swami,1
2,roate 00200;slick 21000,shall,3
3,roate 00200;slick 21000;shall 20222,small,1
3,roate 00200;slick 21000;shall 22202,shawl,1
3,roate 00200;slick 21000;shall 22222,shall,1
2,roate 00200;slick 21010,acidy,3
3,roate 00200;slick 21010;acidy 12000,scalp,1
3,roate 00200;slick 21010;acidy 12002,scaly,1
3,roate 00200;slick 21010;acidy 12010,scald,1
2,roate 00200;slick 21100,snail,1
2,roate 00200;slick 22000,slang,2
3,roate 00200;slick 22000;slang 22200,slash,1
3,roate 00200;slick 22000;slang 22222,slang,1
2,roate 00200;slick 22022,slack,1
2,roate 00200;slick 22100,slain,1
1,roate 00201,child,11
2,roate 00201;child 00001,beady,1
2,roate 00201;child 00010,leafy,2
3,roate 00201;child 00010;leafy 22202,leaky,1
3,roate 00201;child 00010;leafy 22222,leafy,1
2,roate 00201;child 00020,mealy,1
2,roate 00201;child 00110,email,1
2,roate 00201;child 01000,heavy,1
2,roate 00201;child 01001,heady,1
2,roate 00201;child 01010,leash,1
2,roate 00201;child 11000,beach,2
3,roate 00201;child 11000;beach 02222,peach,1
3,roate 00201;child 11000;beach 22222,beach,1
2,roate 00201;child 11010,leach,1
1,roate 00202,slump,42
2,roate 00202;slump 00000,ahind,8
3,roate 00202;slump 00000;ahind 10000,weave,1
3,roate 00202;slump 00000;ahind 10001,evade,1
3,roate 00202;slump 00000;ahind 10010,knave,1
3,roate 00202;slump 00000;ahind 10120,inane,1
3,roate 00202;slump 00000;ahind 11000,heave,1
3,roate 00202;slump 00000;ahind 12000,chafe,1
3,roate 00202;slump 00000;ahind 20000,awake,1
3,roate 00202;slump 00000;ahind 20001,adage,1
2,roate 00202;slump 00001,agape,2
3,roate 00202;slump 00001;agape 00212,peace,1
3,roate 00202;slump 00001;agape 22222,agape,1
2,roate 00202;slump 00010,amaze,2
3,roate 00202;slump 00010;amaze 02202,image,1
3,roate 00202;slump 00010;amaze 22222,amaze,1
2,roate 00202;slump 00100,quake,1
2,roate 00202;slump 01000,leave,2
3,roate 00202;slump 01000;leave 10202,whale,1
3,roate 00202;slump 01000;leave 22222,leave,1
2,roate 00202;slump 02000,badge,5
3,roate 00202;slump 02000;badge 01002,flake,1
3,roate 00202;slump 02000;badge 01012,glaze,1
3,roate 00202;slump 02000;badge 01112,glade,1
3,roate 00202;slump 02000;badge 21002,blaze,1
3,roate 00202;slump 02000;badge 21102,blade,1
2,roate 00202;slump 02001,place,2
3,roate 00202;slump 02001;place 22202,plane,1
3,roate 00202;slump 02001;place 22222,place,1
2,roate 00202;slump 02020,blame,2
3,roate 00202;slump 02020;blame 02222,flame,1
3,roate 00202;slump 02020;blame 22222,blame,1
2,roate 00202;slump 10000,cease,3
3,roate 00202;slump 10000;cease 00222,abase,1
3,roate 00202;slump 10000;cease 20222,chase,1
3,roate 00202;slump 10000;cease 22222,cease,1
2,roate 00202;slump 10001,phase,1
2,roate 00202;slump 10100,usage,1
2,roate 00202;slump 11000,lease,1
2,roate 00202;slump 20000,danks,4
3,roate 00202;slump 20000;danks 01001,shave,1
3,roate 00202;slump 20000;danks 01021,shake,1
3,roate 00202;slump 20000;danks 01121,snake,1
3,roate 00202;slump 20000;danks 11001,shade,1
2,roate 00202;slump 20001,space,3
3,roate 00202;slump 20001;space 21202,shape,1
3,roate 00202;slump 20001;space 22202,spade,1
3,roate 00202;slump 20001;space 22222,space,1
2,roate 00202;slump 20020,shame,1
2,roate 00202;slump 20100,suave,1
2,roate 00202;slump 21000,scale,2
3,roate 00202;slump 21000;scale 20222,shale,1
3,roate 00202;slump 21000;scale 22222,scale,1
2,roate 00202;slump 22000,slave,1
1,roate 00210,slink,23
2,roate 00210;slink 00000,adapt,1
2,roate 00210;slink 00020,chant,2
3,roate 00210;slink 00020;chant 00221,twang,1
3,roate 00210;slink 00020;chant 22222,chant,1
2,roate 00210;slink 00022,thank,1
2,roate 00210;slink 00100,await,1
2,roate 00210;slink 00120,giant,1
2,roate 00210;slink 02020,plant,1
2,roate 00210;slink 02100,plait,1
2,roate 00210;slink 12000,blast,1
2,roate 00210;slink 20000,shaft,4
3,roate 00210;slink 20000;shaft 20201,stamp,1
3,roate 00210;slink 20000;shaft 20221,staff,1
3,roate 00210;slink 20000;shaft 21201,stash,1
3,roate 00210;slink 20000;shaft 22222,shaft,1
2,roate 00210;slink 20002,stack,1
2,roate 00210;slink 20020,scant,2
3,roate 00210;slink 20020;scant 20221,stand,1
3,roate 00210;slink 20020;scant 22222,scant,1
2,roate 00210;slink 20022,stank,1
2,roate 00210;slink 20100,staid,1
2,roate 00210;slink 20110,stain,1
2,roate 00210;slink 21000,shalt,2
3,roate 00210;slink 21000;shalt 20221,stall,1
3,roate 00210;slink 21000;shalt 22222,shalt,1
2,roate 00210;slink 21002,stalk,1
2,roate 00210;slink 22020,slant,1
1,roate 00211,enols,12
2,roate 00211;enols 10000,teach,1
2,roate 00211;enols 10001,abaft,3
3,roate 00211;enols 10001;abaft 00202,yeast,1
3,roate 00211;enols 10001;abaft 00212,feast,1
3,roate 00211;enols 10001;abaft 01202,beast,1
2,roate 00211;enols 10010,leapt,1
2,roate 00211;enols 10011,least,1
2,roate 00211;enols 10020,dealt,1
2,roate 00211;enols 11000,meant,1
2,roate 00211;enols 11010,leant,1
2,roate 00211;enols 20000,exact,1
2,roate 00211;enols 20020,exalt,1
2,roate 00211;enols 22000,enact,1
1,roate 00212,gleek,5
2,roate 00212;gleek 00100,stave,1
2,roate 00212;gleek 00101,stake,1
2,roate 00212;gleek 00110,tease,1
2,roate 00212;gleek 01100,stale,1
2,roate 00212;gleek 10100,stage,1
1,roate 00220,swath,1
1,roate 00221,death,3
2,roate 00221;death 02220,meaty,1
2,roate 00221;death 02222,heath,1
2,roate 00221;death 22222,death,1
1,roate 00222,balks,7
2,roate 00222;balks 01000,agate,1
2,roate 00222;balks 01001,state,1
2,roate 00222;balks 01011,skate,1
2,roate 00222;balks 01100,elate,2
3,roate 00222;balks 01100;elate 02222,plate,1
3,roate 00222;balks 01100;elate 22222,elate,1
2,roate 00222;balks 01101,slate,1
2,roate 00222;balks 11000,abate,1
1,roate 01000,snool,66
2,roate 01000;snool 00020,buxom,3
3,roate 01000;snool 00020;buxom 00020,widow,1
3,roate 01000;snool 00020;buxom 00022,idiom,1
3,roate 01000;snool 00020;buxom 22222,buxom,1
2,roate 01000;snool 00100,gumbo,7
3,roate 01000;snool 00100;gumbo 00001,widow,1
3,roate 01000;snool 00100;gumbo 00002,hippo,1
3,roate 01000;snool 00100;gumbo 00101,idiom,1
3,roate 01000;snool 00100;gumbo 01101,opium,1
3,roate 01000;snool 00100;gumbo 02111,buxom,1
3,roate 01000;snool 00100;gumbo 02222,jumbo,1
3,roate 01000;snool 00100;gumbo 22222,gumbo,1
2,roate 01000;snool 00101,limbo,2
3,roate 01000;snool 00101;limbo 10001,oddly,1
3,roate 01000;snool 00101;limbo 22222,limbo,1
2,roate 01000;snool 00121,igloo,1
2,roate 01000;snool 00200,chock,1
2,roate 01000;snool 00201,bifid,4
3,roate 01000;snool 00201;bifid 00000,clock,1
3,roate 01000;snool 00201;bifid 00002,cloud,1
3,roate 01000;snool 00201;bifid 00100,flock,1
3,roate 01000;snool 00201;bifid 20000,block,1
2,roate 01000;snool 00202,ghoul,1
2,roate 01000;snool 00210,ovoid,1
2,roate 01000;snool 00220,whoop,1
2,roate 01000;snool 00221,blood,4
3,roate 01000;snool 00221;blood 02220,gloom,1
3,roate 01000;snool 00221;blood 02222,flood,1
3,roate 01000;snool 00221;blood 22220,bloom,1
3,roate 01000;snool 00221;blood 22222,blood,1
2,roate 01000;snool 01021,nylon,1
2,roate 01000;snool 01100,bingo,3
3,roate 01000;snool 01100;bingo 01111,owing,1
3,roate 01000;snool 01100;bingo 02222,dingo,1
3,roate 01000;snool 01100;bingo 22222,bingo,1
2,roate 01000;snool 01101,lingo,2
3,roate 01000;snool 01101;lingo 10101,nylon,1
3,roate 01000;snool 01101;lingo 22222,lingo,1
2,roate 01000;snool 01200,phony,1
2,roate 01000;snool 01201,bacon,4
3,roate 01000;snool 01201;bacon 00012,flown,1
3,roate 01000;snool 01201;bacon 00112,clown,1
3,roate 01000;snool 01201;bacon 20011,blond,1
3,roate 01000;snool 01201;bacon 20012,blown,1
2,roate 01000;snool 02020,inbox,2
3,roate 01000;snool 02020;inbox 12020,union,1
3,roate 01000;snool 02020;inbox 22222,inbox,1
2,roate 01000;snool 02120,onion,1
2,roate 01000;snool 02200,knock,2
3,roate 01000;snool 02200;knock 22200,known,1
3,roate 01000;snool 02200;knock 22222,knock,1
2,roate 01000;snool 02202,knoll,1
2,roate 01000;snool 10100,disco,1
2,roate 01000;snool 10200,kiosk,1
2,roate 01000;snool 10201,floss,2
3,roate 01000;snool 10201;floss 02222,gloss,1
3,roate 01000;snool 10201;floss 22222,floss,1
2,roate 01000;snool 11020,bison,1
2,roate 01000;snool 20200,shock,5
3,roate 01000;snool 20200;shock 20201,smoky,1
3,roate 01000;snool 20200;shock 20210,scoff,1
3,roate 01000;snool 20200;shock 20222,smock,1
3,roate 01000;snool 20200;shock 22200,showy,1
3,roate 01000;snool 20200;shock 22222,shock,1
2,roate 01000;snool 20201,scold,2
3,roate 01000;snool 20201;scold 20210,slosh,1
3,roate 01000;snool 20201;scold 22222,scold,1
2,roate 01000;snool 20202,scowl,2
3,roate 01000;snool 20202;scowl 20202,spoil,1
3,roate 01000;snool 20202;scowl 22222,scowl,1
2,roate 01000;snool 20220,chawk,5
3,roate 01000;snool 20220;chawk 00000,spoof,1
3,roate 01000;snool 20220;chawk 00002,spook,1
3,roate 01000;snool 20220;chawk 00010,swoop,1
3,roate 01000;snool 20220;chawk 02002,shook,1
3,roate 01000;snool 20220;chawk 10000,scoop,1
2,roate 01000;snool 20221,sloop,1
2,roate 01000;snool 20222,spool,1
2,roate 01000;snool 21020,scion,2
3,roate 01000;snool 21020;scion 20021,synod,1
3,roate 01000;snool 21020;scion 22222,scion,1
2,roate 01000;snool 21200,shown,1
2,roate 01000;snool 21220,spoon,2
3,roate 01000;snool 21220;spoon 20222,swoon,1
3,roate 01000;snool 21220;spoon 22222,spoon,1
2,roate 01000;snool 22200,snowy,1
2,roate 01000;snool 22220,snoop,1
1,roate 01001,demon,19
2,roate 01001;demon 01010,epoch,2
3,roate 01001;demon 01010;epoch 22200,epoxy,1
3,roate 01001;demon 01010;epoch 22222,epoch,1
2,roate 01001;demon 01011,ebony,1
2,roate 01001;demon 01020,elbow,1
2,roate 01001;demon 01021,enjoy,2
3,roate 01001;demon 01021;enjoy 22022,envoy,1
3,roate 01001;demon 01021;enjoy 22222,enjoy,1
2,roate 01001;demon 02010,cello,3
3,roate 01001;demon 02010;cello 02222,hello,1
3,roate 01001;demon 02010;cello 12002,gecko,1
3,roate 01001;demon 02010;cello 22222,cello,1
2,roate 01001;demon 02020,below,1
2,roate 01001;demon 02022,felon,1
2,roate 01001;demon 02121,venom,1
2,roate 01001;demon 02122,melon,1
2,roate 01001;demon 02222,lemon,1
2,roate 01001;demon 11010,video,1
2,roate 01001;demon 11012,olden,1
2,roate 01001;demon 11021,endow,1
2,roate 01001;demon 22020,decoy,1
2,roate 01001;demon 22222,demon,1
1,roate 01002,slick,30
2,roate 01002;slick 00000,ozone,3
3,roate 01002;slick 00000;ozone 00212,gnome,1
3,roate 01002;slick 00000;ozone 00222,phone,1
3,roate 01002;slick 00000;ozone 22222,ozone,1
2,roate 01002;slick 00001,evoke,1
2,roate 01002;slick 00011,choke,1
2,roate 01002;slick 00020,ounce,1
2,roate 01002;slick 00100,biome,2
3,roate 01002;slick 00100;biome 02202,diode,1
3,roate 01002;slick 00100;biome 22222,biome,1
2,roate 01002;slick 00200,opine,3
3,roate 01002;slick 00200;opine 20202,oxide,1
3,roate 01002;slick 00200;opine 20222,ovine,1
3,roate 01002;slick 00200;opine 22222,opine,1
2,roate 01002;slick 01000,whole,1
2,roate 01002;slick 02000,globe,3
3,roate 01002;slick 02000;globe 02202,elope,1
3,roate 01002;slick 02000;globe 22202,glove,1
3,roate 01002;slick 02000;globe 22222,globe,1
2,roate 01002;slick 02001,bloke,1
2,roate 01002;slick 02010,clone,2
3,roate 01002;slick 02010;clone 22202,clove,1
3,roate 01002;slick 02010;clone 22222,clone,1
2,roate 01002;slick 02200,olive,1
2,roate 01002;slick 10000,obese,2
3,roate 01002;slick 10000;obese 10022,whose,1
3,roate 01002;slick 10000;obese 22222,obese,1
2,roate 01002;slick 10010,chose,1
2,roate 01002;slick 12010,close,1
2,roate 01002;slick 20000,shone,2
3,roate 01002;slick 20000;shone 22202,shove,1
3,roate 01002;slick 20000;shone 22222,shone,1
2,roate 01002;slick 20001,smoke,2
3,roate 01002;slick 20001;smoke 20222,spoke,1
3,roate 01002;slick 20001;smoke 22222,smoke,1
2,roate 01002;slick 20010,scone,2
3,roate 01002;slick 20010;scone 22202,scope,1
3,roate 01002;slick 20010;scone 22222,scone,1
2,roate 01002;slick 22000,slope,1
1,roate 01010,punch,26
2,roate 01010;punch 00000,idiot,4
3,roate 01010;punch 00000;idiot 00021,stool,1
3,roate 01010;punch 00000;idiot 01021,stood,1
3,roate 01010;punch 00000;idiot 10022,bigot,1
3,roate 01010;punch 00000;idiot 22222,idiot,1
2,roate 01010;punch 00001,ghost,2
3,roate 01010;punch 00001;ghost 02212,shoot,1
3,roate 01010;punch 00001;ghost 22222,ghost,1
2,roate 01010;punch 00010,stoic,1
2,roate 01010;punch 00020,stock,1
2,roate 01010;punch 00100,ingot,2
3,roate 01010;punch 00100;ingot 01011,stony,1
3,roate 01010;punch 00100;ingot 22222,ingot,1
2,roate 01010;punch 00101,thong,1
2,roate 01010;punch 01000,flout,2
3,roate 01010;punch 01000;flout 00222,stout,1
3,roate 01010;punch 01000;flout 22222,flout,1
2,roate 01010;punch 01001,shout,1
2,roate 01010;punch 01010,clout,2
3,roate 01010;punch 01010;clout 10222,scout,1
3,roate 01010;punch 01010;clout 22222,clout,1
2,roate 01010;punch 01100,snout,1
2,roate 01010;punch 02000,outdo,2
3,roate 01010;punch 02000;outdo 22202,outgo,1
3,roate 01010;punch 02000;outdo 22222,outdo,1
2,roate 01010;punch 02001,ought,1
2,roate 01010;punch 10000,stomp,2
3,roate 01010;punch 10000;stomp 22202,stoop,1
3,roate 01010;punch 10000;stomp 22222,stomp,1
2,roate 01010;punch 10010,optic,1
2,roate 01010;punch 11000,spout,1
2,roate 01010;punch 20000,pilot,2
3,roate 01010;punch 20000;pilot 22022,pivot,1
3,roate 01010;punch 20000;pilot 22222,pilot,1
1,roate 01011,besot,8
2,roate 01011;besot 01011,often,1
2,roate 01011;besot 01012,octet,1
2,roate 01011;besot 01021,extol,1
2,roate 01011;besot 01121,ethos,1
2,roate 01011;besot 01212,onset,1
2,roate 01011;besot 02011,tempo,1
2,roate 01011;besot 02021,detox,1
2,roate 01011;besot 02022,depot,1
1,roate 01012,slank,5
2,roate 01012;slank 10000,those,1
2,roate 01012;slank 20000,stove,1
2,roate 01012;slank 20001,stoke,1
2,roate 01012;slank 20020,stone,1
2,roate 01012;slank 21000,stole,1
1,roate 01020,bunch,8
2,roate 01020;bunch 00000,ditto,1
2,roate 01020;bunch 00001,photo,1
2,roate 01020;bunch 00002,sloth,1
2,roate 01020;bunch 00012,cloth,1
2,roate 01020;bunch 00200,pinto,1
2,roate 01020;bunch 02000,gusto,1
2,roate 01020;bunch 02002,quoth,1
2,roate 01020;bunch 02200,junto,1
1,roate 01021,pesto,1
1,roate 01022,quote,2
2,roate 01022;quote 00222,smote,1
2,roate 01022;quote 22222,quote,1
1,roate 01100,linos,33
2,roate 01100;linos 00010,cacao,3
3,roate 01100;linos 00010;cacao 02002,mambo,1
3,roate 01100;linos 00010;cacao 02202,macho,1
3,roate 01100;linos 00010;cacao 22222,cacao,1
2,roate 01100;linos 00020,bayou,2
3,roate 01100;linos 00020;bayou 02020,havoc,1
3,roate 01100;linos 00020;bayou 22222,bayou,1
2,roate 01100;linos 00021,savoy,1
2,roate 01100;linos 00110,agony,2
3,roate 01100;linos 00110;agony 21220,among,1
3,roate 01100;linos 00110;agony 22222,agony,1
2,roate 01100;linos 00120,bacon,2
3,roate 01100;linos 00120;bacon 02022,wagon,1
3,roate 01100;linos 00120;bacon 22222,bacon,1
2,roate 01100;linos 00121,mason,1
2,roate 01100;linos 00210,banjo,2
3,roate 01100;linos 00210;banjo 02202,mango,1
3,roate 01100;linos 00210;banjo 22222,banjo,1
2,roate 01100;linos 00220,annoy,2
3,roate 01100;linos 00220;annoy 11220,canon,1
3,roate 01100;linos 00220;annoy 22222,annoy,1
2,roate 01100;linos 01010,audio,2
3,roate 01100;linos 01010;audio 20121,avoid,1
3,roate 01100;linos 01010;audio 22222,audio,1
2,roate 01100;linos 01020,axiom,1
2,roate 01100;linos 01120,axion,1
2,roate 01100;linos 10010,afoul,4
3,roate 01100;linos 10010;afoul 10201,cloak,1
3,roate 01100;linos 10010;afoul 12102,offal,1
3,roate 01100;linos 10010;afoul 20221,aloud,1
3,roate 01100;linos 10010;afoul 22222,afoul,1
2,roate 01100;linos 10011,salvo,2
3,roate 01100;linos 10011;salvo 21101,shoal,1
3,roate 01100;linos 10011;salvo 22222,salvo,1
2,roate 01100;linos 10020,aglow,4
3,roate 01100;linos 10020;aglow 20120,aloof,1
3,roate 01100;linos 10020;aglow 20220,alloy,1
3,roate 01100;linos 10020;aglow 20222,allow,1
3,roate 01100;linos 10020;aglow 22222,aglow,1
2,roate 01100;linos 10110,along,1
2,roate 01100;linos 10121,salon,1
2,roate 01100;linos 12010,viola,1
2,roate 01100;linos 20011,lasso,1
1,roate 01101,cameo,4
2,roate 01101;cameo 01111,omega,1
2,roate 01101;cameo 02021,oaken,1
2,roate 01101;cameo 11011,ocean,1
2,roate 01101;cameo 22222,cameo,1
1,roate 01102,aband,7
2,roate 01102;aband 10010,canoe,1
2,roate 01102;aband 20000,awoke,1
2,roate 01102;aband 20011,anode,1
2,roate 01102;aband 20020,alone,1
2,roate 01102;aband 21001,adobe,1
2,roate 01102;aband 22000,above,1
2,roate 01102;aband 22001,abode,1
1,roate 01110,bloat,17
2,roate 01110;bloat 00111,patio,2
3,roate 01110;bloat 00111;patio 02102,tango,1
3,roate 01110;bloat 00111;patio 22222,patio,1
2,roate 01110;bloat 00112,ascot,1
2,roate 01110;bloat 00212,adopt,2
3,roate 01110;bloat 00212;adopt 20202,afoot,1
3,roate 01110;bloat 00212;adopt 22222,adopt,1
2,roate 01110;bloat 01111,talon,1
2,roate 01110;bloat 01121,octal,1
2,roate 01110;bloat 01211,atoll,1
2,roate 01110;bloat 02112,allot,1
2,roate 01110;bloat 02212,aloft,1
2,roate 01110;bloat 02222,float,2
3,roate 01110;bloat 02222;float 02222,gloat,1
3,roate 01110;bloat 02222;float 22222,float,1
2,roate 01110;bloat 10111,taboo,1
2,roate 01110;bloat 10112,abbot,1
2,roate 01110;bloat 10212,about,1
2,roate 01110;bloat 20111,baton,1
2,roate 01110;bloat 22222,bloat,1
1,roate 01112,atone,1
1,roate 01120,quota,1
1,roate 01200,chaos,2
2,roate 01200;chaos 00210,piano,1
2,roate 01200;chaos 22222,chaos,1
1,roate 01222,ovate,1
1,roate 02000,bludy,71
2,roate 02000;bludy 00000,cains,7
3,roate 02000;bludy 00000;cains 00220,going,1
3,roate 02000;bludy 00000;cains 10000,pooch,1
3,roate 02000;bludy 00000;cains 10110,ionic,1
3,roate 02000;bludy 00000;cains 10111,sonic,1
3,roate 02000;bludy 00000;cains 20010,conch,1
3,roate 02000;bludy 00000;cains 20100,comic,1
3,roate 02000;bludy 00000;cains 20110,conic,1
2,roate 02000;bludy 00002,floss,8
3,roate 02000;bludy 00002;floss 00100,poppy,1
3,roate 02000;bludy 00002;floss 00110,soggy,1
3,roate 02000;bludy 00002;floss 00120,noisy,1
3,roate 02000;bludy 00002;floss 00121,mossy,1
3,roate 02000;bludy 00002;floss 00200,woozy,1
3,roate 02000;bludy 00002;floss 10100,comfy,1
3,roate 02000;bludy 00002;floss 10200,goofy,1
3,roate 02000;bludy 00002;floss 20100,foggy,1
2,roate 02000;bludy 00010,doing,1
2,roate 02000;bludy 00012,dodgy,2
3,roate 02000;bludy 00012;dodgy 22002,downy,1
3,roate 02000;bludy 00012;dodgy 22222,dodgy,1
2,roate 02000;bludy 00020,condo,1
2,roate 02000;bludy 00022,hawms,5
3,roate 02000;bludy 00022;hawms 00000,goody,1
3,roate 02000;bludy 00022;hawms 00010,moody,1
3,roate 02000;bludy 00022;hawms 00100,woody,1
3,roate 02000;bludy 00022;hawms 00200,dowdy,1
3,roate 02000;bludy 00022;hawms 20200,howdy,1
2,roate 02000;bludy 00100,focus,1
2,roate 02000;bludy 00200,civic,4
3,roate 02000;bludy 00200;civic 10000,pouch,1
3,roate 02000;bludy 00200;civic 10100,vouch,1
3,roate 02000;bludy 00200;civic 20000,cough,1
3,roate 02000;bludy 00200;civic 20001,couch,1
2,roate 02000;bludy 00201,young,1
2,roate 02000;bludy 00210,hawms,7
3,roate 02000;bludy 00210;hawms 00000,found,2
4,roate 02000;bludy 00210;hawms 00000;found 02222,pound,1
4,roate 02000;bludy 00210;hawms 00000;found 22222,found,1
3,roate 02000;bludy 00210;hawms 00001,sound,1
3,roate 02000;bludy 00210;hawms 00010,mound,1
3,roate 02000;bludy 00210;hawms 00100,wound,1
3,roate 02000;bludy 00210;hawms 10000,dough,1
3,roate 02000;bludy 00210;hawms 20000,hound,1
2,roate 02000;bludy 01000,colon,4
3,roate 02000;bludy 01000;colon 02102,login,1
3,roate 02000;bludy 01000;colon 02210,folio,1
3,roate 02000;bludy 01000;colon 12100,logic,1
3,roate 02000;bludy 01000;colon 22222,colon,1
2,roate 02000;bludy 01001,polyp,1
2,roate 02000;bludy 01002,chowk,8
3,roate 02000;bludy 01002;chowk 00100,aflaj,3
4,roate 02000;bludy 01002;chowk 00100;aflaj 00200,golly,1
4,roate 02000;bludy 01002;chowk 00100;aflaj 00201,jolly,1
4,roate 02000;bludy 01002;chowk 00100;aflaj 01200,folly,1
3,roate 02000;bludy 01002;chowk 00110,lowly,1
3,roate 02000;bludy 01002;chowk 00200,loopy,1
3,roate 02000;bludy 01002;chowk 00210,wooly,1
3,roate 02000;bludy 01002;chowk 01100,holly,1
3,roate 02000;bludy 01002;chowk 20100,coyly,1
2,roate 02000;bludy 01010,solid,1
2,roate 02000;bludy 01012,dolly,2
3,roate 02000;bludy 01012;dolly 12022,godly,1
3,roate 02000;bludy 01012;dolly 22222,dolly,1
2,roate 02000;bludy 01022,moldy,1
2,roate 02000;bludy 01100,locus,2
3,roate 02000;bludy 01100;locus 12020,mogul,1
3,roate 02000;bludy 01100;locus 22222,locus,1
2,roate 02000;bludy 01202,lousy,1
2,roate 02000;bludy 01210,could,2
3,roate 02000;bludy 01210;could 02222,would,1
3,roate 02000;bludy 01210;could 22222,could,1
2,roate 02000;bludy 10002,hobby,1
2,roate 02000;bludy 11002,lobby,2
3,roate 02000;bludy 11002;lobby 12202,nobly,1
3,roate 02000;bludy 11002;lobby 22222,lobby,1
2,roate 02000;bludy 20000,bongo,2
3,roate 02000;bludy 20000;bongo 22001,bosom,1
3,roate 02000;bludy 20000;bongo 22222,bongo,1
2,roate 02000;bludy 20002,booby,4
3,roate 02000;bludy 20002;booby 22002,bossy,1
3,roate 02000;bludy 20002;booby 22022,bobby,1
3,roate 02000;bludy 20002;booby 22202,boozy,1
3,roate 02000;bludy 20002;booby 22222,booby,1
2,roate 02000;bludy 20100,bonus,1
2,roate 02000;bludy 20200,bough,1
2,roate 02000;bludy 20210,bound,1
1,roate 02001,wynds,21
2,roate 02001;wynds 00000,golem,2
3,roate 02001;wynds 00000;golem 02120,hovel,1
3,roate 02001;wynds 00000;golem 22222,golem,1
2,roate 02001;wynds 00010,model,2
3,roate 02001;wynds 00010;model 22220,modem,1
3,roate 02001;wynds 00010;model 22222,model,1
2,roate 02001;wynds 00100,coven,2
3,roate 02001;wynds 00100;coven 02221,novel,1
3,roate 02001;wynds 00100;coven 22222,coven,1
2,roate 02001;wynds 00110,dozen,1
2,roate 02001;wynds 01000,covey,2
3,roate 02001;wynds 01000;covey 02022,gooey,1
3,roate 02001;wynds 01000;covey 22222,covey,1
2,roate 02001;wynds 01001,poesy,1
2,roate 02001;wynds 01010,dopey,1
2,roate 02001;wynds 01101,nosey,1
2,roate 02001;wynds 01200,abamp,3
3,roate 02001;wynds 01200;abamp 00000,honey,1
3,roate 02001;wynds 01200;abamp 00010,money,1
3,roate 02001;wynds 01200;abamp 01000,boney,1
2,roate 02001;wynds 10000,bowel,2
3,roate 02001;wynds 10000;bowel 02222,vowel,1
3,roate 02001;wynds 10000;bowel 22222,bowel,1
2,roate 02001;wynds 10010,dowel,1
2,roate 02001;wynds 20100,amoks,3
3,roate 02001;wynds 20100;amoks 00100,woven,1
3,roate 02001;wynds 20100;amoks 00110,woken,1
3,roate 02001;wynds 20100;amoks 01100,women,1
1,roate 02002,gusli,22
2,roate 02002;gusli 00000,booze,1
2,roate 02002;gusli 00001,movie,2
3,roate 02002;gusli 00001;movie 02112,voice,1
3,roate 02002;gusli 00001;movie 22222,movie,1
2,roate 02002;gusli 00020,noble,1
2,roate 02002;gusli 00100,moose,3
3,roate 02002;gusli 00100;moose 02022,copse,1
3,roate 02002;gusli 00100;moose 02222,noose,1
3,roate 02002;gusli 00100;moose 22222,moose,1
2,roate 02002;gusli 00101,noise,2
3,roate 02002;gusli 00101;noise 02222,poise,1
3,roate 02002;gusli 00101;noise 22222,noise,1
2,roate 02002;gusli 00110,loose,2
3,roate 02002;gusli 00110;loose 12012,solve,1
3,roate 02002;gusli 00110;loose 22222,loose,1
2,roate 02002;gusli 00200,posse,1
